Activity Type,Date,Title,Distance,Time,Avg Pace,Total Ascent,Steps
Running,2021-11-13 11:38:23,San Mateo County Running,1.27,00:11:35,9:06,173,"1,968"
Running,2021-11-12 16:14:27,San Mateo Running,2.84,00:25:01,8:48,109,"4,432"
Running,2021-11-11 10:55:08,San Mateo Running,1.36,00:11:22,8:20,73,"1,994"
Running,2021-11-11 09:47:09,San Mateo Running,3.31,00:23:26,7:05,97,"4,226"
Running,2021-11-10 16:11:45,San Mateo Running,3.37,00:29:19,8:41,70,"5,194"
Running,2021-11-09 16:18:53,San Mateo Running,2.55,00:19:53,7:49,207,"3,536"
Running,2021-11-08 16:27:02,San Mateo Running,4.08,00:35:02,8:35,449,"6,110"
Running,2021-11-06 13:12:32,San Mateo County Running,1.08,00:10:38,9:54,88,"1,780"
Running,2021-11-06 11:45:10,San Mateo County Running,1.60,00:14:01,8:46,190,"2,418"
Running,2021-11-05 16:13:41,San Mateo Running,3.39,00:29:06,8:36,387,"5,040"
Running,2021-11-04 16:43:35,San Mateo Running,1.15,00:05:57.2,5:12,17,"1,078"
Running,2021-11-04 16:17:46,San Mateo Running,1.73,00:14:30,8:24,44,"2,574"
Running,2021-11-03 16:20:15,San Mateo Running,4.90,00:40:36,8:17,733,"7,012"
Running,2021-11-02 16:39:23,San Mateo Running,1.77,00:09:05.4,5:08,22,"1,628"
Running,2021-11-02 16:15:18,San Mateo Running,1.97,00:14:27,7:21,235,"2,586"
Running,2021-11-01 16:21:53,San Mateo Running,4.89,00:40:56,8:22,328,"7,302"
Running,2021-10-30 09:20:02,San Mateo County Running,1.12,00:09:28.5,8:28,95,"1,656"
Running,2021-10-28 15:21:26,San Mateo Running,1.73,00:15:00,8:39,61,"2,708"
Running,2021-10-27 16:24:50,San Mateo Running,4.58,00:40:00,8:45,515,"6,958"
Running,2021-10-25 16:22:03,San Mateo Running,4.80,00:40:46,8:30,450,"7,056"
Running,2021-10-23 09:45:30,San Mateo Running,2.10,00:13:33,6:26,170,"2,452"
Running,2021-10-23 09:21:37,San Mateo Running,1.49,00:12:53,8:39,82,"2,252"
Running,2021-10-22 16:20:54,San Mateo Running,4.11,00:36:57,9:00,531,"6,410"
Running,2021-10-20 16:33:31,San Mateo Running,4.83,00:41:15,8:32,515,"7,072"
Running,2021-10-19 16:20:38,San Mateo Running,3.85,00:35:00,9:05,150,"6,188"
Running,2021-10-18 16:41:58,San Mateo Running,1.10,00:10:55,9:53,33,"1,936"
Running,2021-10-12 14:19:58,Menlo Park Running,1.11,00:09:24.5,8:31,10,"1,654"
Running,2021-10-11 16:25:02,San Mateo Running,4.35,00:38:08,8:46,483,"6,712"
Running,2021-10-09 09:14:24,San Mateo County Running,6.26,00:52:53,8:27,800,"9,204"
Running,2021-10-08 16:38:15,San Mateo Running,1.00,00:08:31.8,8:30,29,"1,502"
Running,2021-09-30 16:20:03,San Mateo Running,1.05,00:10:01,9:31,26,"1,758"
Running,2021-09-29 16:22:36,San Mateo Running,1.59,00:14:47,9:17,143,"2,554"
Running,2021-09-28 16:15:50,San Mateo Running,1.59,00:14:31,9:09,110,"2,612"
Running,2021-09-27 18:00:58,San Mateo Running,0.40,00:01:47.0,4:27,12,356
Running,2021-09-27 16:22:09,San Mateo Running,9.06,01:17:44,8:35,"1,632","13,814"
Running,2021-09-26 17:05:24,San Mateo Running,4.21,00:32:49,7:48,28,"6,034"
Running,2021-09-25 16:05:20,Daly City Running,0.50,00:04:54.0,9:46,47,882
Running,2021-09-25 15:30:01,Daly City Running,2.73,00:18:57,6:56,227,"2,932"
Running,2021-09-25 14:51:26,Daly City Running,1.18,00:12:03,10:13,123,"2,130"
Running,2021-09-23 21:48:45,San Mateo Running,2.59,00:23:35,9:06,12,"4,142"
Running,2021-09-23 17:30:13,San Mateo Running,0.59,00:02:33.6,4:22,4,410
Running,2021-09-23 17:14:31,San Mateo Running,1.07,00:09:45.6,9:08,79,"1,698"
Running,2021-09-23 16:32:22,San Mateo Running,3.11,00:19:41,6:20,271,"3,584"
Running,2021-09-23 16:18:00,San Mateo Running,1.05,00:09:28.7,9:01,125,"1,650"
Running,2021-09-22 16:35:40,San Mateo Running,5.10,00:45:00,8:49,490,"7,914"
Running,2021-09-21 17:53:54,San Mateo Running,1.20,00:08:35.9,7:09,34,"1,548"
Running,2021-09-21 17:08:57,San Mateo Running,2.63,00:23:09,8:48,118,"4,058"
Running,2021-09-21 16:40:16,San Mateo Running,1.58,00:08:43.2,5:30,35,"1,552"
Running,2021-09-21 16:16:03,San Mateo Running,1.51,00:14:33,9:38,72,"2,538"
Running,2021-09-20 16:22:17,San Mateo Running,2.15,00:20:00,9:18,225,"3,426"
Running,2021-09-19 06:45:38,San Francisco Running,13.32,01:36:52,7:16,528,"17,794"
Running,2021-09-18 09:14:08,San Mateo County Running,3.00,00:32:29,10:49,353,"5,548"
Running,2021-09-17 16:36:52,San Mateo Running,4.33,00:40:07,9:16,112,"7,106"
Running,2021-09-17 16:20:49,San Mateo Running,0.40,00:01:49.8,4:37,25,244
Running,2021-09-16 16:42:22,San Mateo Running,4.11,00:25:33,6:13,291,"4,582"
Running,2021-09-16 16:24:28,San Mateo Running,0.25,00:01:11.6,4:52,11,142
Running,2021-09-15 19:52:25,San Mateo Running,5.01,00:39:53,7:58,35,"7,110"
Running,2021-09-14 16:31:20,Half Moon Bay Running,1.29,00:12:36,9:46,85,"2,166"
Running,2021-09-14 15:14:01,Half Moon Bay Running,1.04,00:10:05,9:43,72,"1,738"
Running,2021-09-13 16:29:43,San Mateo Running,4.10,00:40:02,9:46,409,"6,872"
Running,2021-09-11 15:00:18,San Francisco Running,1.09,00:12:55,11:53,54,"2,186"
Running,2021-09-11 14:27:47,San Francisco Running,2.83,00:16:59,6:01,170,"3,036"
Running,2021-09-11 13:50:32,San Francisco Running,1.09,00:10:01,9:11,26,"1,768"
Running,2021-09-10 16:50:25,San Mateo Running,0.26,00:01:16.0,4:58,8,210
Running,2021-09-10 16:16:44,San Mateo Running,2.83,00:30:01,10:36,320,"5,094"
Running,2021-09-09 22:34:13,San Mateo Running,0.45,00:03:09.1,6:56,--,578
Running,2021-09-08 17:26:06,San Mateo Running,0.80,00:04:10.6,5:13,--,776
Running,2021-09-08 17:08:33,San Mateo Running,1.36,00:10:22,7:36,91,"1,824"
Running,2021-09-08 16:15:30,San Mateo Running,4.17,00:35:05,8:24,673,"6,164"
Running,2021-09-07 15:48:38,San Mateo Running,7.12,01:03:24,8:54,"1,162","11,028"
Running,2021-09-06 18:15:38,San Mateo Running,6.02,00:45:02,7:29,31,"8,236"
Running,2021-09-04 18:31:50,Arcadia Running,6.02,00:50:14,8:20,103,"9,094"
Running,2021-09-02 16:37:34,San Mateo Running,4.06,00:40:01,9:51,478,"7,030"
Running,2021-09-01 19:53:59,San Mateo Running,4.18,00:34:23,8:14,30,"6,416"
Running,2021-09-01 16:54:36,San Mateo Running,1.53,00:10:01,6:32,17,"1,852"
Running,2021-09-01 16:33:26,San Mateo Running,2.14,00:17:37,8:15,10,"3,084"
Running,2021-09-01 16:11:23,San Mateo Running,1.10,00:10:01,9:06,27,"1,814"
Running,2021-08-31 16:30:47,San Mateo Running,4.40,00:40:01,9:06,487,"7,084"
Running,2021-08-30 21:03:38,San Mateo Running,2.48,00:20:04,8:07,20,"3,724"
Running,2021-08-30 17:05:47,San Mateo Running,0.54,00:02:38.4,4:52,7,460
Running,2021-08-30 16:38:28,San Mateo Running,2.62,00:15:05,5:46,50,"2,734"
Running,2021-08-30 16:14:03,San Mateo Running,1.17,00:10:33,9:03,33,"1,886"
Running,2021-08-29 19:39:59,San Mateo Running,3.00,00:24:59,8:19,18,"4,474"
Running,2021-08-26 17:17:04,San Mateo Running,0.53,00:02:51.6,5:22,6,532
Running,2021-08-26 16:35:48,San Mateo Running,4.06,00:25:19,6:14,257,"4,600"
Running,2021-08-26 16:15:24,San Mateo Running,0.50,00:04:48.5,9:41,14,848
Running,2021-08-25 17:07:07,San Mateo Running,0.39,00:01:59.7,5:04,--,338
Running,2021-08-25 16:18:25,San Mateo Running,4.34,00:40:48,9:24,535,"7,044"
Running,2021-08-24 16:56:54,San Mateo Running,0.57,00:02:49.3,4:59,46,452
Running,2021-08-24 16:25:20,San Mateo Running,3.16,00:20:07,6:22,60,"3,588"
Running,2021-08-24 16:08:24,San Mateo Running,0.48,00:04:28.0,9:15,10,786
Running,2021-08-23 17:08:19,San Mateo Running,0.38,00:02:06.1,5:28,--,350
Running,2021-08-23 16:23:38,San Mateo Running,4.80,00:40:15,8:24,623,"7,086"
Running,2021-08-21 17:27:18,San Mateo Running,3.01,00:22:03,7:19,20,"4,108"
Running,2021-08-21 16:02:26,San Mateo Running,10.21,01:22:50,8:07,66,"15,044"
Running,2021-08-19 16:20:33,San Mateo Running,3.46,00:30:01,8:41,312,"5,272"
Running,2021-08-18 20:14:13,San Mateo Running,6.15,00:49:23,8:02,39,"8,828"
Running,2021-08-18 17:01:28,San Mateo Running,1.02,00:09:38.7,9:25,26,"1,682"
Running,2021-08-18 16:42:30,San Mateo Running,2.01,00:15:51,7:53,26,"2,756"
Running,2021-08-18 16:11:26,San Mateo Running,1.30,00:11:22,8:44,37,"1,990"
Running,2021-08-17 16:24:04,San Mateo Running,3.23,00:30:20,9:24,349,"5,294"
Running,2021-08-16 17:08:59,San Mateo Running,0.54,00:02:39.6,4:53,5,488
Running,2021-08-16 16:20:30,San Mateo Running,4.94,00:35:01,7:05,226,"6,284"
Running,2021-08-14 09:42:50,Foster City Running,5.78,00:50:23,8:43,16,"8,942"
Running,2021-08-13 16:55:57,San Mateo Running,1.02,00:05:38.7,5:32,5,"1,044"
Running,2021-08-13 16:13:39,San Mateo Running,1.01,00:09:57.8,9:51,--,"1,716"
Running,2021-08-12 16:41:09,San Mateo Running,2.50,00:24:25,9:46,333,"4,188"
Running,2021-08-11 16:24:39,San Mateo Running,5.57,00:46:59,8:26,356,"8,182"
Running,2021-08-11 16:07:13,San Mateo Running,0.50,00:04:42.3,9:21,15,844
Running,2021-08-11 07:49:15,San Mateo Running,3.10,00:23:01,7:26,13,"4,248"
Running,2021-08-10 16:20:22,San Mateo Running,3.22,00:28:33,8:53,90,"5,064"
Running,2021-08-06 15:38:15,Honolulu County Running,0.56,00:11:06,19:58,26,558
Running,2021-08-06 13:58:29,Honolulu Running,3.18,00:23:35,7:24,135,"4,312"
Running,2021-08-05 16:10:45,Honolulu Running,8.58,01:13:12,8:32,500,"12,938"
Running,2021-08-04 16:34:44,Honolulu County Running,0.30,00:06:49.8,22:51,38,146
Running,2021-08-02 08:58:22,Honolulu Running,4.02,00:32:10,8:00,184,"5,774"
Running,2021-07-31 15:41:29,Honolulu Running,2.30,00:18:32,8:04,93,"3,292"
Running,2021-07-29 09:24:36,Honolulu Running,8.67,01:09:47,8:03,"1,297","12,294"
Running,2021-07-27 19:13:53,Honolulu Running,4.22,00:30:19,7:11,119,"5,474"
Running,2021-07-24 14:58:30,San Mateo Running,4.34,00:29:25,6:47,--,"5,320"
Running,2021-07-22 14:56:31,San Mateo Running,4.02,00:29:13,7:17,13,"5,346"
Running,2021-07-21 12:41:13,San Mateo Running,4.04,00:31:31,7:48,23,"5,664"
Running,2021-07-10 15:13:50,San Mateo Running,4.26,00:28:36,6:43,21,"5,140"
Running,2021-07-08 21:45:19,San Mateo Running,1.59,00:11:24,7:09,--,"2,016"
Running,2021-07-07 13:14:31,San Mateo Running,3.01,00:21:25,7:07,12,"3,932"
Running,2021-07-03 15:28:52,San Mateo Running,7.03,00:47:49,6:48,101,"8,872"
Running,2021-07-01 20:39:15,San Mateo Running,5.01,00:34:34,6:54,25,"6,408"
Running,2021-06-28 16:29:31,San Mateo Running,4.02,00:28:29,7:06,20,"5,346"
Running,2021-06-26 15:48:09,San Mateo Running,6.02,00:41:34,6:54,30,"7,632"
Running,2021-06-24 18:27:24,San Mateo Running,3.11,00:21:01,6:45,15,"3,936"
Running,2021-06-22 20:53:08,San Mateo Running,4.02,00:28:04,6:59,19,"5,244"
Running,2021-06-21 14:12:31,San Mateo Running,5.17,00:41:02,7:56,33,"7,434"
Running,2021-06-19 10:35:45,San Mateo Running,1.01,00:05:47.7,5:44,--,"1,076"
Running,2021-06-19 10:17:47,San Mateo Running,1.00,00:09:04.8,9:03,7,"1,642"
Running,2021-06-16 08:39:53,San Mateo Running,3.46,00:24:02,6:56,72,"4,438"
Running,2021-06-14 21:21:14,San Mateo Running,2.02,00:13:35,6:44,8,"2,580"
Running,2021-06-12 14:08:23,San Mateo Running,4.96,00:48:01,9:41,86,"6,818"
Running,2021-06-12 13:49:18,San Mateo Running,1.03,00:08:38.4,8:23,31,"1,542"
Running,2021-06-10 15:56:23,San Mateo Running,10.11,01:22:11,8:08,"1,147","14,834"
Running,2021-06-08 16:48:33,San Mateo Running,4.02,00:28:12,7:01,20,"5,206"
Running,2021-06-07 09:45:04,San Mateo Running,8.01,01:05:25,8:10,577,"11,538"
Running,2021-06-05 17:32:06,San Mateo Running,2.25,00:15:02,6:41,8,"2,746"
Running,2021-06-04 10:49:49,San Mateo Running,0.24,00:01:12.2,5:02,9,128
Running,2021-06-03 16:02:26,San Mateo Running,7.56,00:59:42,7:54,41,"10,660"
Running,2021-06-02 11:06:49,San Mateo Running,2.02,00:14:01,6:56,10,"2,548"
Running,2021-06-02 10:48:50,San Mateo Running,2.02,00:16:06,7:59,13,"2,894"
Running,2021-06-01 16:25:39,San Mateo Running,4.68,00:37:07,7:55,138,"6,692"
Running,2021-05-31 17:13:44,San Mateo Running,1.40,00:10:02,7:10,4,"1,808"
Running,2021-05-31 16:52:12,San Mateo Running,2.48,00:20:03,8:06,11,"3,576"
Running,2021-05-24 19:10:44,San Mateo Running,2.00,00:11:21,5:41,2,"2,084"
Running,2021-05-24 18:23:30,San Mateo Running,1.11,00:10:16,9:13,5,"1,808"
Running,2021-05-21 16:18:58,San Mateo Running,3.40,00:34:29,10:09,624,"6,094"
Running,2021-05-20 17:08:58,Pacifica Running,1.97,00:11:58,6:04,259,"2,172"
Running,2021-05-20 16:38:41,Pacifica Running,0.80,00:09:17.6,11:34,98,"1,656"
Running,2021-05-20 15:45:18,Pacifica Running,0.98,00:05:10.4,5:16,158,970
Running,2021-05-20 14:37:17,Pacifica Running,1.12,00:10:15,9:08,174,"1,850"
Running,2021-05-19 16:29:53,San Mateo Running,0.87,00:08:09.2,9:24,52,"1,414"
Running,2021-05-19 16:03:11,San Mateo Running,1.07,00:09:56.4,9:18,68,"1,782"
Running,2021-05-14 16:12:07,San Mateo Running,1.29,00:11:03,8:33,29,"2,048"
Running,2021-05-14 07:12:19,San Mateo Running,6.24,00:59:07,9:28,612,"10,774"
Running,2021-05-12 15:50:38,Half Moon Bay Running,1.00,00:05:15.4,5:15,115,968
Running,2021-05-12 14:57:09,Half Moon Bay Running,1.05,00:09:52.9,9:25,186,"1,820"
Running,2021-05-11 16:27:55,San Mateo Running,1.56,00:14:27,9:16,132,"2,628"
Running,2021-05-11 16:03:35,San Mateo Running,1.09,00:10:00,9:11,71,"1,880"
Running,2021-05-10 16:27:13,San Mateo Running,0.93,00:04:27.7,4:49,8,784
Running,2021-05-10 16:16:56,San Mateo Running,0.52,00:04:47.2,9:14,31,868
Running,2021-05-07 16:29:01,San Mateo Running,1.18,00:10:47,9:06,41,"1,950"
Running,2021-05-06 16:55:24,San Mateo Running,0.99,00:10:16,10:24,27,"1,856"
Running,2021-05-06 16:15:31,San Mateo Running,3.01,00:16:49,5:35,60,"3,092"
Running,2021-05-06 16:01:59,San Mateo Running,1.07,00:10:25,9:44,26,"1,916"
Running,2021-05-05 17:04:07,San Mateo Running,0.50,00:02:22.7,4:44,--,400
Running,2021-05-05 16:14:34,San Mateo Running,4.14,00:36:24,8:48,183,"6,624"
Running,2021-05-04 16:14:13,San Mateo Running,4.34,00:41:20,9:31,475,"7,328"
Running,2021-05-04 12:33:16,San Mateo Running,6.01,00:48:07,8:01,34,"8,726"
Running,2021-05-03 16:30:38,San Mateo Running,1.13,00:05:19.7,4:42,--,914
Running,2021-05-03 16:13:54,San Mateo Running,0.92,00:09:11.8,10:00,58,"1,622"
Running,2021-05-01 11:06:14,San Mateo Running,0.77,00:09:40.1,12:30,19,"1,674"
Running,2021-05-01 10:41:29,San Mateo Running,2.11,00:14:19,6:48,48,"2,568"
Running,2021-05-01 10:26:47,San Mateo Running,1.15,00:10:09,8:50,82,"1,822"
Running,2021-04-30 16:14:34,San Mateo Running,4.49,00:39:11,8:44,295,"7,024"
Running,2021-04-30 12:36:46,San Mateo Running,6.05,00:48:01,7:56,28,"8,686"
Running,2021-04-29 16:15:07,San Mateo Running,4.65,00:38:46,8:21,496,"6,890"
Running,2021-04-28 17:12:52,San Mateo Running,1.98,00:11:57,6:03,10,"2,142"
Running,2021-04-28 16:25:57,San Mateo Running,1.04,00:10:13,9:52,2,"1,740"
Running,2021-04-28 14:37:11,San Mateo Running,1.06,00:09:20.4,8:51,19,"1,666"
Running,2021-04-27 16:37:24,San Mateo Running,1.86,00:17:33,9:27,58,"3,168"
Running,2021-04-27 16:05:56,San Mateo Running,1.14,00:09:49.9,8:38,31,"1,804"
Running,2021-04-26 17:00:36,San Mateo Running,1.05,00:10:04,9:33,73,"1,784"
Running,2021-04-26 16:49:41,San Mateo Running,1.15,00:08:14.4,7:11,26,"1,510"
Running,2021-04-26 16:32:57,San Mateo Running,1.98,00:12:48,6:27,63,"2,354"
Running,2021-04-26 16:19:22,San Mateo Running,1.07,00:09:30.4,8:53,81,"1,724"
Running,2021-04-23 17:01:33,San Mateo Running,0.19,00:00:54.9,4:49,--,170
Running,2021-04-23 16:50:37,San Mateo Running,0.99,00:05:54.3,5:56,12,"1,090"
Running,2021-04-23 16:33:34,San Mateo Running,1.89,00:12:07,6:24,31,"2,232"
Running,2021-04-23 16:18:13,San Mateo Running,1.29,00:11:13,8:40,75,"1,992"
Running,2021-04-22 16:15:09,San Mateo Running,4.43,00:36:57,8:20,145,"6,606"
Running,2021-04-20 12:42:07,San Mateo Running,6.01,00:48:05,8:00,29,"8,600"
Running,2021-04-19 21:02:07,San Mateo Running,4.17,00:30:35,7:20,16,"5,512"
Running,2021-04-15 15:28:37,San Mateo Running,10.41,01:27:11,8:23,471,"15,560"
Running,2021-04-13 12:43:47,San Mateo Running,5.67,00:45:02,7:56,211,"8,004"
Running,2021-04-12 16:14:47,San Mateo Running,3.11,00:23:57,7:43,10,"4,296"
Running,2021-04-09 15:16:15,San Juan County Running,3.36,00:30:44,9:09,305,"5,266"
Running,2021-04-01 16:18:57,San Mateo Running,1.01,00:05:31.2,5:27,15,996
Running,2021-03-31 16:39:22,San Mateo Running,1.56,00:15:00,9:38,88,"2,658"
Running,2021-03-31 16:19:36,San Mateo Running,1.03,00:09:34.7,9:17,65,"1,728"
Running,2021-03-30 17:13:24,San Mateo Running,1.17,00:11:31,9:49,68,"2,036"
Running,2021-03-30 16:35:52,San Mateo Running,2.26,00:15:56,7:03,35,"2,934"
Running,2021-03-29 17:02:03,San Mateo Running,2.08,00:18:53,9:05,134,"3,408"
Running,2021-03-29 16:33:11,San Mateo Running,0.79,00:03:32.7,4:30,5,470
Running,2021-03-28 12:10:25,San Mateo Running,6.01,00:52:04,8:40,494,"9,340"
Running,2021-03-27 09:50:33,San Mateo Running,0.32,00:03:22.4,10:36,5,596
Running,2021-03-27 09:14:50,San Mateo Running,2.31,00:14:27,6:16,117,"2,488"
Running,2021-03-26 16:27:53,San Mateo Running,1.04,00:10:01,9:40,51,"1,740"
Running,2021-03-25 16:18:24,San Mateo Running,4.47,00:41:25,9:17,567,"7,352"
Running,2021-03-24 16:29:50,San Mateo Running,4.82,00:40:11,8:20,316,"7,246"
Running,2021-03-20 10:00:12,San Mateo Running,0.48,00:05:46.5,12:01,66,"1,002"
Running,2021-03-20 09:15:59,San Mateo Running,2.38,00:14:34,6:08,245,"2,562"
Running,2021-03-19 16:51:57,San Mateo Running,0.97,00:08:46.9,9:01,29,"1,496"
Running,2021-03-16 16:46:46,San Mateo Running,1.54,00:15:21,9:59,126,"2,720"
Running,2021-03-15 16:22:22,San Mateo Running,6.16,00:50:08,8:09,"1,026","8,932"
Running,2021-03-11 16:20:59,San Mateo Running,4.38,00:40:41,9:17,346,"7,098"
Running,2021-03-10 17:17:16,San Mateo Running,0.31,00:01:44.7,5:36,5,102
Running,2021-03-10 16:19:13,San Mateo Running,6.51,00:51:35,7:55,141,"9,148"
Running,2021-03-09 16:31:19,San Mateo Running,5.05,00:40:30,8:01,173,"7,216"
Running,2021-03-09 16:20:23,San Mateo Running,0.17,00:00:54.5,5:15,--,52
Treadmill Running,2021-03-08 16:29:12,Treadmill Running,8.22,01:10:43,8:36,--,"12,582"
Running,2021-03-03 15:50:55,San Mateo Running,5.42,00:45:19,8:22,91,"8,016"
Running,2021-03-02 16:37:34,San Mateo Running,4.26,00:40:04,9:24,82,"7,038"
Running,2021-03-02 16:27:32,San Mateo Running,0.18,00:00:57.3,5:17,--,46
Running,2021-03-01 16:26:53,San Mateo Running,7.50,01:03:58,8:32,"1,280","11,226"
Running,2021-02-27 12:07:00,San Mateo Running,2.37,00:15:47,6:40,116,"2,588"
Running,2021-02-27 11:22:03,San Mateo Running,1.01,00:09:51.3,9:48,55,"1,726"
Running,2021-02-26 16:53:25,San Mateo Running,1.05,00:09:24.5,8:58,56,"1,662"
Running,2021-02-25 16:24:22,San Mateo Running,3.43,00:30:25,8:52,325,"5,342"
Running,2021-02-24 17:19:29,San Mateo Running,0.40,00:01:58.0,4:52,30,228
Running,2021-02-24 16:21:08,San Mateo Running,5.78,00:45:03,7:48,98,"7,996"
Running,2021-02-23 17:40:47,San Mateo Running,0.26,00:01:09.2,4:30,--,42
Running,2021-02-23 17:26:16,San Mateo Running,0.91,00:11:25,12:33,56,"1,434"
Running,2021-02-23 16:44:14,San Mateo Running,1.95,00:24:12,12:23,535,"3,596"
Running,2021-02-23 11:50:34,San Mateo Running,3.20,00:30:02,9:23,17,"5,266"
Running,2021-02-22 16:26:29,San Mateo Running,8.03,01:01:13,7:37,216,"10,932"
Running,2021-02-20 11:46:59,San Mateo Running,0.77,00:08:15.2,10:40,18,"1,428"
Running,2021-02-20 11:33:20,San Mateo Running,0.75,00:05:00.6,6:40,21,910
Running,2021-02-20 11:12:26,San Mateo Running,1.50,00:10:36,7:05,49,"1,870"
Running,2021-02-20 10:56:53,San Mateo Running,1.51,00:11:40,7:42,55,"1,920"
Running,2021-02-18 16:34:46,San Mateo Running,4.43,00:40:26,9:07,500,"6,976"
Running,2021-02-17 16:51:09,San Mateo Running,4.45,00:39:02,8:46,301,"6,948"
Running,2021-02-17 16:40:12,San Mateo Running,0.32,00:01:53.6,5:53,12,88
Running,2021-02-17 11:45:53,San Mateo Running,4.23,00:36:00,8:31,25,"6,456"
Running,2021-02-16 16:52:46,San Mateo Running,4.33,00:38:53,8:59,764,"6,814"
Running,2021-02-16 16:42:23,San Mateo Running,0.37,00:02:47.4,7:33,3,366
Running,2021-02-13 11:40:22,San Mateo Running,1.20,00:12:01,10:00,77,"2,110"
Running,2021-02-13 11:13:20,San Mateo Running,0.95,00:07:03.0,7:23,21,"1,200"
Running,2021-02-13 10:59:31,San Mateo Running,0.95,00:07:32.7,7:55,19,"1,276"
Running,2021-02-10 16:32:02,San Mateo Running,5.13,00:44:04,8:35,100,"7,886"
Running,2021-02-09 16:40:02,San Mateo Running,3.77,00:37:46,10:01,479,"6,642"
Running,2021-02-09 16:30:02,San Mateo Running,0.25,00:01:55.1,7:32,8,308
Running,2021-02-08 16:35:39,San Mateo Running,5.90,00:51:59,8:49,845,"9,176"
Running,2021-02-06 13:26:25,San Mateo Running,3.19,00:28:55,9:03,748,"5,064"
Running,2021-02-05 16:46:58,San Mateo Running,2.82,00:32:09,11:23,344,"4,950"
Running,2021-02-04 10:13:23,San Mateo Running,4.05,00:34:05,8:25,23,"6,142"
Running,2021-02-03 16:42:30,San Mateo Running,1.87,00:16:25,8:47,63,"2,972"
Running,2021-02-03 16:29:49,San Mateo Running,0.48,00:05:35.9,11:39,26,776
Running,2021-02-02 16:31:42,San Mateo Running,4.70,00:43:04,9:10,280,"7,610"
Running,2021-02-01 16:13:16,San Mateo Running,1.17,00:11:12,9:35,3,"2,018"
Running,2021-02-01 15:28:27,San Mateo Running,2.00,00:09:19.9,4:39,124,108
Running,2021-01-30 13:45:02,San Mateo Running,5.50,00:50:51,9:15,18,"8,856"
Running,2021-01-29 16:38:22,San Mateo Running,3.73,00:32:56,8:49,499,"5,798"
Running,2021-01-26 15:05:43,San Mateo Running,4.42,00:36:47,8:19,22,"6,648"
Running,2021-01-23 12:31:03,San Mateo County Running,0.49,00:06:30.5,13:21,35,704
Running,2021-01-23 11:38:13,San Mateo County Running,5.04,00:46:13,9:10,523,"7,926"
Running,2021-01-22 16:30:03,San Mateo Running,3.84,00:37:07,9:40,512,"6,118"
Running,2021-01-20 16:33:44,San Mateo Running,3.09,00:29:37,9:35,359,"5,162"
Running,2021-01-19 16:29:30,San Mateo Running,3.55,00:30:31,8:36,408,"5,394"
Running,2021-01-15 12:43:42,San Mateo Running,3.72,00:30:37,8:13,17,"5,464"
Running,2021-01-12 12:40:23,San Mateo Running,4.07,00:34:01,8:21,21,"6,010"
Running,2021-01-06 12:57:05,San Mateo Running,3.68,00:32:38,8:52,243,"5,780"
Running,2020-12-11 12:46:16,Monterey County Running,3.27,00:30:13,9:15,492,"5,362"
Running,2020-12-08 12:55:01,Monterey County Running,3.00,00:28:53,9:38,441,"5,080"
Running,2020-12-01 12:46:39,San Mateo Running,3.44,00:29:58,8:43,11,"5,416"
