Activity Type,Date,Title,Distance,Time,Avg Pace,Total Ascent,Steps
Running,2023-10-04 06:35:22,Berkeley Running,4.04,00:35:52,8:53,308,"6,258"
Running,2023-10-03 07:28:55,Berkeley Running,10.09,01:22:20,8:10,"1,076","14,430"
Running,2023-10-02 14:24:36,Berkeley Running,6.27,00:51:02,8:09,246,"8,992"
Running,2023-10-01 16:19:22,Berkeley Running,4.17,00:33:18,7:58,358,"5,902"
Running,2023-09-30 09:15:54,Berkeley Running,13.54,01:34:43,7:00,390,"16,784"
Running,2023-09-29 14:37:10,Berkeley Running,6.13,00:48:50,7:58,315,"8,730"
Running,2023-09-28 15:55:09,Berkeley Running,6.24,00:48:05,7:42,246,"8,664"
Running,2023-09-27 10:39:16,Berkeley Running,4.17,00:32:19,7:45,262,"5,750"
Running,2023-09-26 15:41:13,Berkeley Running,11.06,01:22:43,7:29,636,"14,888"
Running,2023-09-25 09:45:22,Berkeley Running,2.48,00:21:09,8:31,125,"3,774"
Running,2023-09-24 18:02:23,Berkeley Running,5.11,00:41:09,8:03,246,"7,358"
Running,2023-09-23 09:43:01,Berkeley Running,13.18,01:40:47,7:39,358,"17,722"
Running,2023-09-22 17:29:46,Berkeley Running,5.02,00:35:51,7:08,220,"6,390"
Running,2023-09-21 12:52:11,Berkeley Running,6.03,00:45:38,7:34,59,"8,090"
Running,2023-09-20 06:30:20,Berkeley Running,3.13,00:27:23,8:46,269,"4,764"
Running,2023-09-19 15:49:55,Berkeley Running,9.03,01:08:17,7:34,341,"12,236"
Running,2023-09-18 08:21:12,Berkeley Running,5.04,00:44:25,8:49,213,"7,828"
Running,2023-09-17 17:04:59,Berkeley Running,6.07,00:48:20,7:57,479,"8,560"
Running,2023-09-16 09:56:45,Berkeley Running,8.76,01:01:54,7:04,102,"11,216"
Running,2023-09-15 18:41:38,Berkeley Running,6.10,00:47:08,7:44,226,"8,354"
Running,2023-09-14 10:25:10,Berkeley Running,7.04,00:58:11,8:16,587,"10,234"
Running,2023-09-13 06:24:57,Berkeley Running,4.04,00:36:12,8:58,256,"6,350"
Running,2023-09-12 17:45:50,Berkeley Running,9.06,01:04:52,7:10,482,"11,826"
Running,2023-09-11 18:23:24,Berkeley Running,6.38,00:52:10,8:10,541,"9,252"
Running,2023-09-10 17:51:02,Berkeley Running,4.04,00:32:10,7:58,207,"5,744"
Running,2023-09-10 16:24:21,Berkeley Running,0.75,00:05:45.8,7:42,115,"1,034"
Running,2023-09-09 09:17:28,Berkeley Running,11.04,01:20:43,7:19,"1,060","14,448"
Running,2023-09-08 17:20:56,Berkeley Running,5.02,00:39:52,7:56,666,"7,040"
Running,2023-09-07 15:59:10,Berkeley Running,6.08,00:46:35,7:40,344,"8,332"
Running,2023-09-06 06:31:44,Berkeley Running,4.02,00:35:26,8:49,259,"6,164"
Running,2023-09-05 07:35:48,Berkeley Running,8.03,01:01:10,7:37,292,"10,914"
Running,2023-09-04 16:30:49,Berkeley Running,0.31,00:01:31.1,4:56,20,274
Running,2023-09-04 15:38:08,Berkeley Running,6.03,00:48:20,8:01,187,"8,552"
Running,2023-09-03 17:59:49,Berkeley Running,4.73,00:39:43,8:24,315,"6,888"
Running,2023-09-02 10:46:18,Berkeley Running,10.02,01:16:11,7:36,338,"13,536"
Running,2023-09-01 19:27:28,Berkeley Running,3.29,00:26:40,8:06,230,"4,704"
Running,2023-08-31 17:21:14,Berkeley Running,6.07,00:46:35,7:41,696,"8,216"
Running,2023-08-30 06:22:53,Berkeley Running,4.23,00:35:06,8:18,246,"6,116"
Running,2023-08-29 07:17:41,Berkeley Running,7.04,00:52:27,7:27,276,"9,364"
Running,2023-08-28 10:36:38,Berkeley Running,5.02,00:38:24,7:39,528,"6,862"
Running,2023-08-27 10:22:24,Berkeley Running,6.09,00:48:26,7:57,299,"8,596"
Running,2023-08-26 10:10:00,Berkeley Running,14.02,01:40:40,7:11,"1,047","17,476"
Running,2023-08-25 10:55:09,Berkeley Running,2.53,00:21:31,8:31,207,"3,760"
Running,2023-08-24 10:12:55,Berkeley Running,6.13,00:51:21,8:23,"1,079","8,864"
Running,2023-08-23 10:47:55,Berkeley Running,4.79,00:36:03,7:31,374,"6,444"
Running,2023-08-22 15:38:48,Berkeley Running,3.98,00:30:32,7:40,240,"5,408"
Running,2023-08-21 17:19:53,Berkeley Running,4.48,00:37:09,8:17,453,"6,492"
Running,2023-08-20 08:25:51,Berkeley Running,6.61,00:53:44,8:08,289,"9,412"
Running,2023-08-19 18:04:33,Berkeley Running,5.76,00:47:52,8:19,"1,020","8,352"
Running,2023-08-18 10:03:08,Berkeley Running,2.76,00:20:21,7:23,187,"3,584"
Running,2023-08-17 06:19:26,Berkeley Running,4.11,00:41:55,10:12,364,"7,170"
Running,2023-08-16 16:23:25,Berkeley Running,3.57,00:27:23,7:40,344,"4,810"
Running,2023-08-15 05:11:08,San Diego Running,3.48,00:31:25,9:02,308,"5,394"
Running,2023-08-14 07:30:24,San Diego Running,3.14,00:25:50,8:14,351,"4,512"
Running,2023-08-13 15:40:41,San Diego Running,2.39,00:20:03,8:22,246,"3,496"
Running,2023-08-12 17:43:07,San Diego Running,4.28,00:35:40,8:20,453,"6,262"
Running,2023-08-11 14:02:37,San Diego Running,2.44,00:20:27,8:23,387,"3,574"
Running,2023-08-10 16:08:26,San Diego Running,3.46,00:30:11,8:43,194,"5,240"
Running,2023-08-09 16:08:53,San Diego Running,2.56,00:20:44,8:05,492,"3,614"
Running,2023-08-08 15:52:27,San Diego Running,3.18,00:25:20,7:58,354,"4,480"
Running,2023-08-07 21:40:25,San Diego Running,2.32,00:20:43,8:55,262,"3,620"
Running,2023-08-06 19:13:43,San Diego Running,2.31,00:20:03,8:40,210,"3,602"
Running,2023-08-05 22:32:53,Benito Juárez Running,2.40,00:20:47,8:39,46,"3,594"
Running,2023-08-04 22:14:19,Benito Juárez Running,2.75,00:22:15,8:04,52,"3,968"
Running,2023-08-03 22:18:27,Benito Juárez Running,3.78,00:30:21,8:01,39,"5,404"
Running,2023-08-02 12:13:12,Benito Juárez Running,1.76,00:15:01,8:33,43,"2,620"
Running,2023-08-01 20:44:01,Benito Juárez Running,2.47,00:20:24,8:16,23,"3,586"
Running,2023-07-31 09:58:54,San Diego Running,3.58,00:28:53,8:04,226,"5,108"
Running,2023-07-30 18:36:32,San Diego Running,2.67,00:20:33,7:42,233,"3,660"
Running,2023-07-29 22:18:33,San Diego Running,2.50,00:20:01,8:00,259,"3,522"
Running,2023-07-28 20:40:13,San Diego Running,2.43,00:20:08,8:17,177,"3,572"
Running,2023-07-27 20:50:26,San Diego Running,2.39,00:20:38,8:37,240,"3,602"
Running,2023-07-26 09:00:01,San Mateo Running,2.36,00:20:25,8:38,46,"3,578"
Running,2023-07-25 15:48:19,San Mateo Running,2.31,00:20:36,8:54,148,"3,628"
Running,2023-07-24 18:06:08,San Mateo Running,2.74,00:22:39,8:15,108,"4,038"
Running,2023-07-23 05:16:21,San Francisco Running,26.42,03:21:30,7:38,"1,371","35,690"
Running,2023-07-22 08:22:09,San Francisco Running,2.25,00:20:08,8:56,325,"3,508"
Running,2023-07-21 16:38:40,San Francisco Running,3.58,00:30:07,8:24,794,"5,244"
Running,2023-07-20 09:52:56,San Diego Running,0.31,00:01:44.0,5:35,10,314
Running,2023-07-20 09:04:47,San Diego Running,5.82,00:45:02,7:44,476,"7,844"
Running,2023-07-19 14:58:27,San Diego Running,4.21,00:35:07,8:21,479,"6,126"
Running,2023-07-18 16:59:21,San Diego Running,7.03,00:58:49,8:22,804,"10,230"
Running,2023-07-17 09:13:15,San Diego Running,4.86,00:40:31,8:20,551,"7,072"
Running,2023-07-16 20:53:35,San Diego Running,2.28,00:20:14,8:52,269,"3,542"
Running,2023-07-15 21:20:01,San Diego Running,7.63,01:00:09,7:53,699,"10,644"
Running,2023-07-14 12:38:37,San Diego Running,5.07,00:40:01,7:53,725,"7,012"
Running,2023-07-13 17:37:00,San Diego Running,6.68,00:49:08,7:21,440,"8,644"
Running,2023-07-12 12:47:45,San Diego Running,5.37,00:45:07,8:24,505,"7,872"
Track Running,2023-07-11 09:15:16,San Diego Track Running,"14,480",01:05:12,7:15,3,"11,526"
Running,2023-07-10 14:51:19,San Diego Running,5.39,00:45:02,8:22,715,"7,790"
Running,2023-07-09 17:24:56,San Diego Running,2.15,00:20:04,9:19,174,"3,498"
Running,2023-07-08 06:49:14,Pasadena Running,16.23,02:01:51,7:30,"1,631","21,920"
Running,2023-07-07 09:30:37,San Diego Running,4.93,00:40:42,8:15,699,"7,118"
Running,2023-07-06 16:01:11,San Diego Running,10.87,01:15:03,6:54,249,"13,462"
Running,2023-07-05 17:44:42,San Diego Running,5.75,00:45:05,7:50,679,"7,982"
Running,2023-07-04 09:02:32,San Diego Running,10.96,01:15:46,6:55,10,"13,406"
Running,2023-07-03 18:00:02,San Diego Running,5.87,00:45:07,7:41,689,"8,064"
Running,2023-07-02 13:27:30,Monterey County Running,2.41,00:20:44,8:35,151,"3,582"
Running,2023-07-01 04:33:27,San Diego Running,14.35,01:50:31,7:42,902,"19,454"
Running,2023-06-30 09:35:34,San Diego Running,4.78,00:40:31,8:29,676,"7,008"
Running,2023-06-29 13:38:50,San Diego Running,8.45,01:05:15,7:43,682,"11,440"
Running,2023-06-28 14:00:22,San Diego Running,5.44,00:45:05,8:18,568,"7,780"
Running,2023-06-27 12:51:31,San Diego Running,8.18,00:55:07,6:44,46,"9,602"
Running,2023-06-26 15:37:57,San Diego Running,5.51,00:45:06,8:11,673,"7,814"
Running,2023-06-25 20:36:44,San Diego Running,2.33,00:20:05,8:36,223,"3,480"
Running,2023-06-24 08:56:48,San Diego Running,13.14,01:40:32,7:39,860,"17,654"
Running,2023-06-23 20:17:57,San Diego Running,5.47,00:45:03,8:14,528,"7,766"
Running,2023-06-22 16:11:19,San Diego Running,0.35,00:02:03.3,5:48,10,346
Running,2023-06-22 15:03:02,San Diego Running,8.39,01:05:24,7:48,915,"11,208"
Running,2023-06-21 20:03:56,San Diego Running,5.60,00:45:06,8:03,643,"7,894"
Running,2023-06-20 11:09:54,San Diego Running,8.89,01:01:00,6:52,16,"10,652"
Running,2023-06-19 15:30:11,San Diego Running,5.73,00:45:13,7:53,666,"7,818"
Running,2023-06-18 11:45:21,San Diego Running,2.20,00:18:02,8:12,151,"3,198"
Running,2023-06-17 13:21:05,San Diego Running,9.74,01:15:17,7:44,"1,276","13,300"
Running,2023-06-16 13:40:14,San Diego Running,5.47,00:40:08,7:20,607,"7,152"
Running,2023-06-15 13:08:14,San Diego Running,8.36,01:00:24,7:13,965,"10,562"
Running,2023-06-14 16:32:18,San Diego Running,5.31,00:40:04,7:33,643,"7,134"
Running,2023-06-13 17:28:10,San Diego Running,7.13,00:55:08,7:44,994,"9,652"
Running,2023-06-12 18:05:32,San Diego Running,4.49,00:35:28,7:54,574,"6,204"
Running,2023-06-11 19:42:07,San Diego Running,2.37,00:20:08,8:29,367,"3,486"
Running,2023-06-10 09:15:25,San Mateo Running,11.87,01:30:19,7:37,"1,283","15,778"
Running,2023-06-09 15:26:44,San Mateo Running,4.75,00:40:05,8:26,463,"6,906"
Running,2023-06-08 17:26:02,San Mateo Running,8.50,01:00:09,7:05,604,"10,522"
Running,2023-06-07 13:22:49,San Mateo Running,5.91,00:50:04,8:28,157,"8,778"
Running,2023-06-06 17:13:21,San Mateo Running,2.30,00:18:16,7:56,194,"3,206"
Track Running,2023-06-06 16:04:19,San Mateo Track Running,"4,830",00:22:40,7:33,--,"3,998"
Running,2023-06-05 10:14:32,San Mateo Running,8.02,00:55:04,6:52,194,"9,792"
Running,2023-06-04 10:01:26,San Mateo Running,3.20,00:26:15,8:13,316,"4,608"
Running,2023-06-04 05:05:47,Sydney Running,11.16,01:20:09,7:11,873,"14,448"
Running,2023-06-03 11:36:34,Sydney Running,5.02,00:40:14,8:01,531,"7,066"
Running,2023-06-02 10:38:51,Sydney Running,7.40,00:50:05,6:46,"1,109","9,012"
Running,2023-06-01 17:34:21,Brisbane Running,6.11,00:50:04,8:11,7,"8,844"
Running,2023-05-31 13:38:48,Brisbane Running,4.96,00:40:03,8:05,419,"7,194"
Running,2023-05-29 19:47:52,Brisbane Running,3.59,00:20:11,5:37,217,"3,592"
Running,2023-05-27 15:47:46,San Mateo Running,10.05,01:10:10,6:59,71,"12,706"
Running,2023-05-26 22:04:07,San Mateo Running,4.39,00:35:08,8:00,13,"6,384"
Running,2023-05-25 13:15:55,San Mateo Running,7.45,00:50:06,6:44,142,"9,088"
Running,2023-05-24 16:59:29,San Mateo Running,6.54,00:46:38,7:08,13,"8,534"
Running,2023-05-23 15:19:55,San Mateo Running,4.92,00:40:16,8:11,389,"7,020"
Running,2023-05-22 16:03:29,San Mateo Running,6.44,00:50:06,7:47,544,"8,736"
Running,2023-05-21 22:38:12,San Mateo Running,2.23,00:20:03,9:00,12,"3,486"
Running,2023-05-20 09:09:55,San Mateo Running,7.43,01:00:04,8:05,"1,080","10,486"
Running,2023-05-19 15:16:38,San Mateo Running,4.58,00:40:05,8:45,524,"6,770"
Running,2023-05-18 22:21:53,San Mateo Running,4.57,00:35:02,7:40,155,"6,218"
Running,2023-05-17 15:23:56,San Mateo Running,5.35,00:46:18,8:40,490,"7,884"
Running,2023-05-16 16:16:40,San Mateo Running,4.99,00:41:23,8:18,513,"7,098"
Running,2023-05-15 16:55:34,San Mateo Running,2.47,00:21:37,8:45,72,"3,780"
Running,2023-05-14 17:16:57,Foster City Running,7.01,00:50:03,7:08,39,"8,932"
Running,2023-05-12 16:16:58,San Mateo Running,2.75,00:21:31,7:49,87,"3,688"
Running,2023-05-11 16:20:16,San Mateo Running,2.57,00:19:53,7:44,95,"3,496"
Running,2023-05-10 17:30:03,San Mateo Running,5.38,00:40:01,7:26,306,"7,064"
Running,2023-05-09 16:20:03,San Mateo Running,3.85,00:25:56,6:45,82,"4,432"
Running,2023-05-08 16:23:07,San Mateo Running,6.36,00:50:01,7:52,200,"8,650"
Running,2023-05-07 08:52:30,San Mateo Running,5.16,00:40:03,7:46,310,"7,160"
Running,2023-05-06 14:15:34,Redwood City Running,2.67,00:22:51,8:33,--,"3,922"
Running,2023-05-06 13:44:28,Redwood City Running,2.05,00:10:38,5:11,--,"1,936"
Running,2023-05-06 12:08:13,Redwood City Running,1.19,00:11:10,9:21,12,"1,948"
Running,2023-05-06 11:30:12,Redwood City Running,1.01,00:04:39.3,4:38,--,884
Running,2023-05-06 10:54:54,Redwood City Running,1.12,00:10:13,9:06,5,"1,784"
Running,2023-05-05 16:26:23,San Mateo Running,2.85,00:24:25,8:35,83,"4,278"
Running,2023-05-04 16:21:09,San Mateo Running,2.93,00:23:16,7:57,135,"4,096"
Running,2023-05-03 16:01:19,San Mateo Running,5.30,00:40:02,7:33,178,"7,066"
Running,2023-05-02 16:17:38,San Mateo Running,4.18,00:35:08,8:25,174,"6,140"
Running,2023-05-01 16:25:28,San Mateo Running,6.25,00:50:02,8:00,128,"8,790"
Running,2023-04-30 20:09:58,San Mateo Running,3.87,00:30:04,7:46,123,"5,414"
Running,2023-04-29 15:44:10,Atherton Running,3.76,00:25:24,6:45,1,"4,364"
Running,2023-04-28 16:22:44,San Mateo Running,4.62,00:40:42,8:49,488,"6,978"
Running,2023-04-27 19:48:22,Redwood City Running,0.42,00:04:21.3,10:20,5,756
Running,2023-04-26 15:28:46,San Mateo Running,3.67,00:29:32,8:03,136,"5,244"
Running,2023-04-25 16:24:25,San Mateo Running,5.52,00:44:58,8:09,478,"7,866"
Running,2023-04-24 16:33:17,San Mateo Running,3.78,00:27:40,7:19,118,"4,848"
Running,2023-04-23 22:33:38,San Mateo Running,2.48,00:21:02,8:28,16,"3,818"
Running,2023-04-22 18:33:50,San Mateo Running,8.30,01:00:03,7:14,25,"11,030"
Running,2023-04-21 15:20:08,San Mateo Running,5.01,00:34:13,6:50,101,"6,158"
Running,2023-04-20 16:25:53,San Mateo Running,3.38,00:30:01,8:53,361,"5,286"
Running,2023-04-19 18:37:33,San Mateo Running,3.12,00:26:47,8:36,11,"4,796"
Running,2023-04-19 17:38:05,San Mateo Running,2.01,00:10:42,5:20,47,"2,006"
Running,2023-04-19 17:03:00,San Mateo Running,0.58,00:05:59.6,10:25,4,"1,068"
Running,2023-04-19 16:44:10,San Mateo Running,0.50,00:02:11.2,4:22,8,390
Running,2023-04-19 16:06:19,San Mateo Running,1.45,00:13:30,9:19,10,"2,460"
Running,2023-04-19 15:25:56,San Mateo Running,1.03,00:04:49.4,4:42,15,894
Running,2023-04-19 15:10:44,San Mateo Running,0.59,00:05:22.6,9:06,--,958
Running,2023-04-18 16:32:33,San Mateo Running,5.69,00:47:42,8:23,208,"8,542"
Running,2023-04-17 21:08:21,San Mateo Running,3.19,00:25:03,7:51,23,"4,596"
Running,2023-04-17 16:24:25,San Mateo Running,2.69,00:18:56,7:02,101,"3,356"
Running,2023-04-16 10:19:36,San Mateo Running,5.82,00:50:05,8:37,24,"9,018"
Running,2023-04-15 10:14:48,Livermore Running,5.08,00:48:55,9:38,16,"8,542"
Running,2023-04-15 09:48:11,Livermore Running,1.99,00:10:15,5:09,--,"1,910"
Running,2023-04-15 09:09:08,Livermore Running,1.80,00:15:12,8:26,16,"2,692"
Running,2023-04-14 16:22:19,San Mateo Running,4.80,00:42:20,8:49,162,"7,496"
Running,2023-04-13 16:24:07,San Mateo Running,3.93,00:28:49,7:20,70,"5,168"
Running,2023-04-12 18:27:00,San Mateo Running,2.79,00:23:07,8:17,76,"4,106"
Running,2023-04-11 16:23:00,San Mateo Running,5.17,00:45:03,8:43,191,"7,868"
Running,2023-04-10 17:16:14,San Mateo Running,0.54,00:05:23.2,9:55,9,932
Running,2023-04-10 17:00:00,San Mateo Running,0.78,00:08:48.6,11:15,4,"1,070"
Running,2023-04-09 15:39:01,San Mateo Running,3.37,00:30:01,8:54,147,"5,260"
Running,2023-04-08 09:18:05,San Mateo Running,9.31,01:12:39,7:48,524,"12,934"
Running,2023-04-07 17:01:21,San Mateo Running,0.93,00:05:37.5,6:04,--,"1,012"
Running,2023-04-06 16:23:53,San Mateo Running,5.32,00:42:15,7:57,148,"7,394"
Running,2023-04-05 16:19:48,San Mateo Running,5.03,00:45:05,8:58,641,"7,726"
Running,2023-04-04 17:21:33,San Mateo Running,0.92,00:06:05.8,6:36,1,"1,054"
Running,2023-03-27 15:23:27,Los Angeles Running,5.01,00:35:17,7:03,249,"6,184"
Running,2023-03-26 21:10:37,Los Angeles Running,3.75,00:30:03,8:00,435,"5,272"
Running,2023-03-10 16:24:46,San Mateo Running,4.69,00:41:49,8:55,192,"7,288"
Running,2023-03-08 21:57:17,San Mateo Running,6.08,00:45:05,7:25,224,"8,026"
Running,2023-03-07 16:29:58,San Mateo Running,4.65,00:30:15,6:30,116,"5,388"
Running,2023-03-05 10:02:39,San Mateo Running,7.19,01:02:00,8:37,"1,152","10,714"
Running,2023-03-04 18:30:07,Pleasanton Running,2.75,00:23:49,8:40,33,"4,180"
Running,2023-03-04 18:08:03,Pleasanton Running,1.00,00:04:38.5,4:37,--,916
Running,2023-03-04 17:24:52,Pleasanton Running,2.14,00:16:58,7:54,10,"2,956"
Running,2023-03-03 17:11:35,San Mateo Running,0.16,00:00:42.6,4:30,--,62
Running,2023-03-03 16:34:43,San Mateo Running,4.25,00:35:02,8:15,180,"6,164"
Running,2023-03-02 17:29:48,San Mateo Running,1.38,00:11:13,8:09,40,"1,856"
Running,2023-03-02 16:42:06,San Mateo Running,5.15,00:45:03,8:45,341,"7,754"
Running,2023-03-01 18:16:52,San Mateo Running,4.77,00:36:23,7:38,73,"6,428"
Running,2023-03-01 16:50:43,San Mateo Running,0.51,00:02:09.0,4:13,3,386
Running,2023-03-01 16:20:32,San Mateo Running,1.12,00:09:39.6,8:38,3,"1,610"
Running,2023-02-28 16:10:47,San Mateo Running,5.19,00:41:42,8:02,179,"7,198"
Running,2023-02-27 16:22:43,San Mateo Running,5.48,00:38:23,7:00,190,"6,714"
Running,2023-02-26 21:08:29,San Mateo Running,2.35,00:20:09,8:34,10,"3,670"
Running,2023-02-25 20:53:57,San Mateo Running,3.50,00:25:02,7:09,15,"4,558"
Running,2023-02-25 10:41:45,Foster City Running,0.26,00:01:08.9,4:25,--,152
Running,2023-02-25 09:19:50,Foster City Running,10.02,01:15:08,7:30,20,"13,536"
Running,2023-02-24 16:13:28,San Mateo Running,4.67,00:40:06,8:35,183,"6,994"
Running,2023-02-23 16:27:22,San Mateo Running,7.35,00:55:08,7:30,602,"9,648"
Running,2023-02-21 16:57:37,San Mateo Running,0.26,00:01:12.6,4:40,--,158
Running,2023-02-21 16:09:25,San Mateo Running,5.35,00:45:07,8:26,522,"7,816"
Running,2023-02-20 10:20:57,San Mateo Running,5.78,00:40:18,6:58,127,"7,110"
Running,2023-02-19 20:50:09,San Mateo Running,2.36,00:20:02,8:29,3,"3,552"
Running,2023-02-18 21:38:40,San Mateo Running,3.46,00:25:12,7:17,13,"4,526"
Running,2023-02-18 09:25:23,San Mateo Running,8.80,01:15:04,8:32,"1,268","12,900"
Running,2023-02-17 15:51:12,San Mateo Running,0.52,00:04:05.7,7:49,17,696
Running,2023-02-17 15:03:08,San Mateo Running,4.96,00:40:07,8:05,331,"7,082"
Running,2023-02-16 16:33:44,San Mateo Running,5.46,00:50:42,9:17,709,"8,636"
Running,2023-02-15 16:15:29,San Mateo Running,5.43,00:40:03,7:23,348,"7,058"
Running,2023-02-14 17:16:37,San Mateo Running,0.56,00:02:28.6,4:24,4,428
Running,2023-02-14 16:25:58,San Mateo Running,5.30,00:45:01,8:29,509,"7,768"
Running,2023-02-13 16:32:37,San Mateo Running,6.27,00:41:41,6:39,174,"7,354"
Running,2023-02-12 12:22:32,San Mateo Running,2.40,00:20:02,8:22,249,"3,484"
Running,2023-02-11 20:23:02,San Mateo Running,10.07,01:15:07,7:28,32,"13,482"
Running,2023-02-11 05:50:59,San Mateo Running,3.14,00:25:03,7:59,35,"4,472"
Running,2023-02-10 17:08:50,San Mateo Running,0.56,00:02:41.1,4:48,--,452
Running,2023-02-10 16:20:56,San Mateo Running,4.69,00:40:04,8:33,534,"6,906"
Running,2023-02-09 16:15:56,San Mateo Running,6.28,00:46:49,7:27,437,"8,196"
Running,2023-02-08 16:18:51,San Mateo Running,6.19,00:45:04,7:17,134,"8,002"
Running,2023-02-07 16:19:11,San Mateo Running,8.33,01:03:19,7:36,499,"11,188"
Running,2023-02-06 16:32:09,San Mateo Running,5.82,00:40:02,6:53,138,"7,096"
Running,2023-02-05 16:52:34,San Mateo Running,2.75,00:20:02,7:17,70,"3,608"
Running,2023-02-04 20:55:20,San Mateo Running,2.65,00:20:03,7:34,12,"3,606"
Running,2023-02-04 09:14:12,San Mateo Running,8.99,01:15:05,8:21,"1,133","12,996"
Running,2023-02-03 20:58:19,San Mateo Running,4.47,00:35:04,7:51,89,"6,196"
Running,2023-02-02 16:27:08,San Mateo Running,6.01,00:40:19,6:43,101,"7,162"
Running,2023-02-01 16:30:37,San Mateo Running,4.17,00:35:02,8:24,449,"6,014"
Running,2023-01-31 16:15:56,San Mateo Running,7.48,00:50:19,6:43,373,"8,924"
Running,2023-01-30 16:24:26,San Mateo Running,5.66,00:44:37,7:53,573,"7,710"
Running,2023-01-29 19:28:09,San Mateo Running,3.85,00:30:05,7:49,16,"5,326"
Running,2023-01-28 09:28:40,San Mateo County Running,11.34,01:30:46,8:01,"1,446","15,590"
Running,2023-01-26 17:10:14,San Mateo Running,1.56,00:10:09,6:31,8,"1,788"
Running,2023-01-26 16:16:01,San Mateo Running,5.92,00:45:11,7:38,397,"7,838"
Running,2023-01-25 15:55:32,San Mateo Running,5.89,00:45:04,7:39,371,"7,896"
Running,2023-01-24 16:20:37,San Mateo Running,5.50,00:36:34,6:39,141,"6,460"
Running,2023-01-23 16:16:26,San Mateo Running,5.13,00:45:24,8:51,510,"7,768"
Running,2023-01-22 09:58:30,San Mateo Running,11.25,01:25:06,7:34,"1,292","14,810"
Running,2023-01-21 14:46:05,Los Gatos Running,1.13,00:10:13,9:01,10,"1,758"
Running,2023-01-21 14:19:59,Los Gatos Running,2.00,00:10:49,5:25,--,"1,996"
Running,2023-01-21 13:44:49,Los Gatos Running,1.07,00:10:24,9:45,18,"1,770"
Running,2023-01-21 13:19:10,Los Gatos Running,1.02,00:04:54.1,4:50,--,922
Running,2023-01-21 11:49:53,Los Gatos Running,2.24,00:20:02,8:55,15,"3,462"
Running,2023-01-20 06:26:31,San Mateo Running,3.40,00:30:03,8:50,13,"5,264"
Running,2023-01-19 16:21:01,San Mateo Running,5.74,00:35:04,6:07,75,"6,308"
Running,2023-01-18 15:59:02,San Mateo Running,5.38,00:40:04,7:27,264,"7,090"
Running,2023-01-17 16:12:55,San Mateo Running,6.21,00:50:02,8:04,"1,111","8,668"
Running,2023-01-16 15:10:57,Foster City Running,6.79,00:50:28,7:26,34,"8,854"
Running,2023-01-15 15:11:45,San Mateo Running,2.65,00:21:03,7:57,20,"3,684"
Running,2023-01-14 15:33:52,San Mateo County Running,0.23,00:01:05.9,4:43,4,132
Running,2023-01-14 14:13:00,San Mateo County Running,10.57,01:20:02,7:34,418,"13,970"
Running,2023-01-13 15:04:07,San Mateo Running,5.08,00:40:33,7:59,358,"7,098"
Running,2023-01-12 16:16:28,San Mateo Running,5.40,00:33:40,6:14,82,"5,942"
Running,2023-01-11 17:17:15,San Mateo Running,4.74,00:40:18,8:30,114,"6,874"
Running,2023-01-10 07:57:23,San Mateo Running,6.73,00:50:06,7:27,30,"8,878"
Running,2023-01-09 16:13:55,San Mateo Running,4.65,00:28:54,6:13,59,"5,282"
Running,2023-01-08 16:50:50,San Mateo Running,2.59,00:20:01,7:44,78,"3,546"
Running,2023-01-07 10:25:58,San Mateo County Running,0.29,00:01:21.7,4:40,8,158
Running,2023-01-06 08:13:19,San Mateo Running,4.17,00:35:02,8:24,20,"6,196"
Running,2023-01-05 16:15:04,San Mateo Running,7.57,00:53:48,7:06,32,"9,610"
Running,2023-01-04 06:11:58,San Mateo Running,4.75,00:35:05,7:23,22,"6,250"
Running,2023-01-03 10:20:01,San Mateo Running,5.68,00:46:01,8:06,334,"8,106"
Running,2023-01-02 13:56:06,San Mateo Running,5.87,00:40:01,6:49,25,"7,304"
Running,2023-01-01 17:29:40,San Mateo Running,2.64,00:20:24,7:44,7,"3,704"
Running,2022-12-31 14:18:14,Lexington Running,0.22,00:01:13.2,5:34,--,202
Running,2022-12-31 12:56:00,Lexington Running,10.17,01:15:08,7:23,547,"13,284"
Running,2022-12-30 14:43:29,Lexington Running,5.31,00:42:37,8:02,297,"7,524"
Running,2022-12-29 12:52:50,Lexington Running,6.60,00:50:04,7:35,397,"8,822"
Running,2022-12-28 22:36:45,Lexington Running,6.33,00:45:03,7:07,259,"8,034"
Running,2022-12-27 23:37:54,Fort Myers Running,0.43,00:02:52.7,6:42,--,514
Running,2022-12-27 22:38:08,Fort Myers Running,7.04,00:55:04,7:49,--,"9,672"
Running,2022-12-26 20:57:24,Fort Myers Running,6.92,00:50:03,7:14,--,"8,996"
Running,2022-12-25 13:41:04,Hermosa Beach Running,0.39,00:01:48.8,4:39,--,288
Running,2022-12-25 13:18:56,Hermosa Beach Running,2.74,00:20:03,7:18,21,"3,622"
Running,2022-12-24 20:59:29,El Segundo Running,7.13,00:50:05,7:02,322,"8,942"
Running,2022-12-23 08:12:40,San Mateo Running,8.02,01:03:02,7:52,"1,282","11,036"
Running,2022-12-22 16:15:13,San Mateo Running,3.04,00:20:05,6:37,36,"3,658"
Running,2022-12-21 17:53:06,San Mateo Running,4.84,00:35:03,7:15,35,"6,300"
Running,2022-12-20 16:16:49,San Mateo Running,5.10,00:44:18,8:41,620,"7,564"
